,V1,V2,source
59002_NWC1192,-0.000453674,6.32E-05,human stool
5901_OXC44,-0.001187156,0.000355199,human stool
5904_OXC47,1.90E-05,-0.000147532,human stool
59050_C2008,0.007146369,0.000737529,chicken
5905_OXC48,0.001588941,0.000126493,human stool
59062_ARI4652,-0.001589083,5.35E-05,human stool
59077_ARI4667,0.001426949,0.000958151,human stool
5907_OXC50,0.001101005,0.000648965,human stool
59080_ARI4670,-0.000972717,9.48E-05,human stool
59087_ARI4677,0.000742988,0.00101472,human stool
5911_OXC54,-0.001188833,0.000351604,human stool
59121_ARI4711,0.001296584,0.000681349,human stool
59145_ARI4735,-0.008762859,0.00268529,human stool
59158_ARI4095,0.001441189,0.00032501,human stool
59161_ARI4099,0.00047716,-0.002524792,human stool
5916_OXC59,-0.001166454,0.000387986,human stool
59213_ARI4242,-0.001748974,5.18E-05,human stool
59214_ARI4272,0.000701469,0.001063009,human stool
59219_ARI4293,0.000765516,0.000992011,human stool
59223_ARI4244,-0.000420564,-0.001202547,human stool
59224_ARI4326,0.00079288,0.001126861,human stool
59226_ARI4348,0.001169747,0.000489264,human stool
59227_ARI4349,0.000753595,0.0007662,human stool
5922_OXC65,0.000539342,-0.001657768,human stool
59232_ARI4371,0.004675854,0.001916365,human stool
59233_ARI4379,-0.000239538,-0.000349095,human stool
59234_ARI4380,-0.000241944,-0.000365562,human stool
59236_ARI4385,-0.000118725,-0.000899818,human stool
59239_ARI4437,-0.000325963,-0.001073182,human stool
59241_ARI4477,-0.000977234,5.01E-05,human stool
59272_ARI4618,0.000848052,0.000958972,human stool
59320_OXC11394,0.000333869,0.00029196,human stool
59323_ARI4572,0.001299064,-0.00081679,human stool
59355_ARI4604,-0.000141275,0.001174635,human stool
59410_OXC10692,0.003260234,0.001796531,human stool
59415_NWC1236,0.001185832,-0.000858356,human stool
59416_NWC1237,0.001147686,-0.000841239,human stool
59427_OXC10685,0.001061927,0.00055477,human stool
59429_OXC10687,0.00079455,0.002426292,human stool
59443_OXC10673,0.001260358,0.001046884,human stool
59444_OXC10672,-0.00159016,-0.000146403,human stool
59447_NWC1251,-0.000898503,1.93E-05,human stool
59473_OXC10749,0.000422711,0.000955261,human stool
59479_NWC1356,-0.000780633,0.000123734,human stool
5947_OXC90,0.000765323,0.000985807,human stool
59488_NWC1362,0.000160341,0.000183399,human stool
59498_NWC1369,0.001350396,0.002056629,human stool
59499_NWC1370,0.000448988,-0.000166432,human stool
59513_NWC1345,-0.000216421,8.29E-06,human stool
59534_NWC1334,0.002816413,0.000128844,human stool
59537_NWC1336,-0.000794638,-0.001304201,human stool
59547_NWC1316,0.000939806,0.000597691,human stool
59550_NWC1282,0.000918897,-9.85E-05,human stool
59553_NWC1285,0.00642273,-0.003505735,human stool
59559_NWC1288,-0.000205369,0.000950207,human stool
59562_NWC1291,0.001145971,0.000419841,human stool
59609_NWC1272,0.00123607,0.00087017,human stool
59614_NWC1277,-0.000994264,-0.000719627,human stool
59621_OXC10697,-0.000884904,0.00198993,human stool
59642_NWC1257,0.001788507,0.002383441,human stool
59656_NWC1377,-0.000921029,-0.000564056,human stool
59663_NWC1384,0.000623758,0.00087917,human stool
59705_NWC1403,-0.000216421,8.29E-06,human stool
59746_OXC10812,0.001320538,0.000809436,human stool
59747_NWC1414,0.000770266,0.000909854,human stool
59751_NWC1416,0.001555045,-0.002696244,human stool
59752_OXC10795,0.000658465,0.000955451,human stool
59785_OXC10844,0.001010616,0.001242195,human stool
59797_OXC10843,0.001096135,0.000901275,human stool
5982_OXC125,0.000280655,0.000724668,human stool
5995_OXC138,-0.00156521,0.000124177,human stool
5999_OXC142,-0.000574719,-0.00078009,human stool
6000_OXC143,-0.000765507,-0.000138727,human stool
6003_OXC146,0.000371213,-1.26E-05,human stool
60484_CAMP886,-0.000964915,-0.000748891,pig
60485_CAMP3667,-0.002081571,0.021039243,chicken
60488_CAMP1487,-0.00338671,0.021697462,chicken
60501_C15,-0.000214314,0.000240792,chicken
60628_CAMP2696,-0.004455172,-0.00368433,pig
6076_OXC219,0.001887738,-0.000338586,human stool
60931_BIGS00005,-0.004455172,-0.00368433,pig
60934_BIGS00008,-0.067401006,0.006561773,human stool
60935_BIGS00009,-0.07175605,0.002150159,human stool
60938_BIGS00012,-0.034359034,0.002388105,human stool
60941_BIGS00015,-0.000964915,-0.000748891,pig
60945_BIGS00019,0.000572061,-0.000498362,human stool
60951_BIGS00025,-0.001977388,0.019916585,human stool
61099_NWC1483,-0.000175622,-0.000227365,human stool
61109_NWC1482,0.000671942,0.000917264,human stool
61112_NWC1481,0.000826249,0.001073202,human stool
61115_OXC10894,0.000748721,0.001016185,human stool
61133_NWC1484,-3.64E-05,-0.00056961,human stool
61136_OXC10855,0.000949316,0.000823337,human stool
61174_OXC10877,-0.000126743,-0.002637569,human stool
61190_OXC10913,0.00157098,0.001035701,human stool
61195_OXC10903,0.001049733,-0.00132945,human stool
61224_NWC1497,0.001184865,0.000439257,human stool
61225_OXC10904,0.000361814,-0.00047675,human stool
61232_OXC10915,0.000260808,-0.000374146,human stool
61235_NWC1529,0.000733495,-0.001127034,human stool
61259_OXC10924,-0.000948106,-0.000833564,human stool
61267_NWC1522,0.000760273,0.001014433,human stool
61270_NWC1523,0.00194071,-0.00387403,human stool
61294_NWC1547,-0.000973349,-0.000699444,human stool
61319_OXC10956,-0.001074419,-0.000570394,human stool
61326_NWC1574,-0.001541015,-1.09E-05,human stool
61328_NWC1572,0.004321034,-0.000554295,human stool
61334_OXC10979,0.000365075,-0.00050476,human stool
61335_NWC1573,-0.001736515,-6.22E-06,human stool
61345_NWC1567,0.000971635,0.001001558,human stool
61352_OXC10986,-0.001599014,-7.03E-05,human stool
61353_OXC10987,-0.001625569,-1.70E-05,human stool
61369_NWC1627,0.000750589,0.001025227,human stool
61371_NWC1625,-0.000667054,0.000762011,human stool
61394_NWC1626,-0.000101904,-0.000153387,human stool
61411_FDI16,0.000614711,0.001125388,chicken
61414_FDI19,0.003583878,0.000869855,chicken
61417_FDI9,-0.00027844,0.000551635,chicken
61425_FDI28,0.001882707,0.000998158,chicken
61426_FDI29,0.004553678,0.000386299,chicken
61433_FDI36,0.004596936,0.000125631,chicken
61459_FDI90,0.003011602,0.001133725,chicken
61490_FDI99,-7.65E-05,8.01E-05,chicken
61492_FDI101,0.000631851,0.001019425,chicken
61496_FDI76,0.000727811,0.000586579,chicken
61501_FDI60,0.004604589,0.002444516,chicken
61504_FDI127,0.003485982,7.25E-05,chicken
61506_FDI129,0.003363444,-0.002108042,chicken
61507_FDI130,-0.001748974,5.18E-05,chicken
61520_FDI142,0.004509427,0.000183584,chicken
61524_FDI146,0.002194251,-0.000353893,chicken
61536_FDI122,0.000436734,0.00031363,chicken
61542_FDI106,0.00116025,0.000111744,chicken
61547_FDI111,0.033430946,-0.00950946,chicken
61548_FDI113,0.004036297,-0.0003495,chicken
61552_FDI116,0.003874978,-0.000239521,chicken
61554_FDI172,0.000554027,-0.000394496,chicken
61558_FDI176,1.75E-05,0.000122063,chicken
61559_FDI177,0.004966907,0.000558253,chicken
61560_FDI178,0.001159078,0.000244443,chicken
61566_FDI184,0.003670004,-7.99E-05,chicken
61567_FDI185,0.003966337,-0.000389688,chicken
61572_FDI190,0.00456289,-0.000383865,chicken
61592_FDI165,0.004697039,-0.000528335,chicken
61593_FDI166,0.000888352,0.000132693,chicken
61598_FDI199,0.000673798,-0.001028937,chicken
61610_FDI222,-0.000462251,0.001338136,chicken
61614_FDI226,0.001447675,-0.002379111,chicken
61615_FDI227,0.000887372,-0.000442668,chicken
61618_FDI230,-0.000318972,0.001004333,chicken
61619_FDI231,0.001303882,-0.000461644,chicken
61645_FDI204,0.000189501,-9.62E-05,chicken
61650_FDI209,0.004463587,-0.000236258,chicken
61651_FDI210,-0.002191923,0.00017348,chicken
61655_FDI255,0.000885538,-0.001994638,chicken
61671_FDI269,0.004801767,-0.000386516,chicken
61676_FDI271,0.00044787,-0.002721273,chicken
61680_FDI262,0.007110325,1.78E-05,chicken
61681_FDI263,0.002605993,-0.00133957,chicken
61696_FDI252,-0.000472485,0.001342486,chicken
6172_OXC315,-0.001129223,-0.002317637,human stool
61744_FDI340,0.000377427,0.000555393,chicken
61745_FDI339,0.004087321,-0.000375786,chicken
61878_FSIS1710486,-0.000705249,-0.002107217,pig
61879_FSIS1710892,0.001438224,-0.001392525,pig
61888_FSIS1700152,0.000466085,-0.002303063,pig
61890_FSIS1700666,-0.000131118,-0.000685042,pig
61891_FSIS1700674,-0.000208476,-0.0015032,pig
61896_FSIS1701177,-0.000259339,-0.000690788,pig
61899_FSIS1701502,-0.001889546,-0.000822225,pig
61902_FSIS1701768,-0.001761947,-0.004527633,pig
61918_FSIS1702727,0.001375437,-0.002751153,pig
61919_FSIS1702861,0.001123955,-0.002818234,pig
61921_FSIS1701935,-0.000214467,-0.001030646,pig
61938_FSIS1501411,0.000749628,-0.000983918,pig
61939_FSIS1501336,-0.000222043,-0.000950315,pig
61940_FSIS1501339,-0.000843772,-0.001918185,pig
61942_FSIS1501813,-0.000787811,-0.000601009,pig
61946_FSIS1501797,-0.001557444,-0.001457767,pig
61947_FSIS1503351,0.000120035,-0.001803522,pig
61948_FSIS1504058,0.001790564,-0.001164188,pig
61949_FSIS1501816,-0.00058471,-0.004963299,pig
61952_FSIS1504795,-0.001967808,-0.002039809,pig
61953_FSIS1504726,0.000247975,-0.000558086,pig
61955_FSIS1504986,0.000549606,-0.000409434,pig
61956_FSIS1505149,-0.000495206,-0.000345752,pig
61957_FSIS1505040,0.001021131,-0.002354721,pig
61961_FSIS1605691,-0.001195567,-0.001367601,pig
61963_FSIS1605790,-0.000848478,-0.000825851,pig
61964_FSIS1605794,0.002135258,-0.001552414,pig
61965_FSIS1605785,-0.001141089,-0.00090744,pig
61966_FSIS1605712,0.000237924,-0.001210755,pig
61967_FSIS1605856,0.002182322,-0.002211129,pig
61968_FSIS1605921,-0.000469355,-0.001835696,pig
61969_FSIS1605925,-0.001750878,-0.000823267,pig
61970_FSIS1605878,0.000374925,-0.002331177,pig
61972_FSIS1606091,0.00017334,-0.002437184,pig
61975_FSIS1606438,6.78E-05,-0.000972568,pig
61978_FSIS1606539,0.000212514,-0.003466104,pig
61980_FSIS1606654,0.001845923,-0.002655112,pig
61982_FSIS1606705,0.000535863,-0.000892385,pig
61985_FSIS1606738,0.001115366,-0.000440546,pig
61988_FSIS1607077,0.001773182,-0.002129236,pig
61991_FSIS1607232,-0.00074354,-0.000469924,pig
61996_FSIS1607466,-0.000498364,-0.002337478,pig
62005_FSIS1608465,-0.000269345,-0.002522414,pig
62006_FSIS1608462,-0.00088795,-0.000573354,pig
62011_FSIS1608597,0.000644085,-0.000855241,pig
62014_FSIS1609160,-0.001992,-0.000783408,pig
62015_FSIS1609286,-0.000399637,-0.000813632,pig
62016_FSIS1609290,-0.001874993,-0.000646277,pig
62018_FSIS1609475,-0.000906711,-0.000361355,pig
62021_FSIS1710019,-0.000569999,-0.001636999,pig
62022_FSIS1710017,-0.000772025,-0.002091049,pig
62025_FSIS1710053,-3.48E-05,-0.002759265,pig
62074_FSIS1606812,-0.000130269,-0.000546174,pig
62075_FSIS1605630,-0.002109592,-0.001061308,pig
62076_FSIS1606375,-0.001921615,-0.001124141,pig
62079_FSIS1700970,-0.001925562,-0.0007945,pig
62080_FSIS1701963,-0.001892905,-0.000830354,pig
62133_FSIS1711091,-0.001929952,-0.001462565,pig
62135_FSIS1609002,-0.000582637,-0.000260799,pig
62137_FSIS1609130,-0.000362099,-0.000321057,pig
62138_FSIS1501414,-0.000322462,0.000454895,pig
62139_FSIS1606378,-0.000455038,0.000473388,pig
62140_FSIS1609131,-0.000343904,0.000446937,pig
62141_FSIS1702892,0.000399255,1.27E-05,pig
62142_FSIS1606108,-0.000679054,-0.001077407,pig
62148_FSIS1700496,-0.000831852,-0.000844116,pig
62149_FSIS1701160,-0.000289478,-0.00111108,pig
62150_FSIS1608620,-0.001501806,-0.000927868,pig
62152_FSIS1505067,0.001357006,-0.000533008,pig
62153_FSIS1606792,-0.00061799,-0.002034113,pig
62154_FSIS1606221,-0.000949899,-0.001580074,pig
62155_FSIS1607015,-0.000916312,-0.001597992,pig
62156_FSIS1710899,-0.00032106,-0.00092285,pig
62161_FSIS1702383,0.001478499,-3.25E-06,chicken
6218_OXC361,0.000762604,0.000995078,human stool
6219_OXC362,0.000859344,0.000930917,human stool
62325_UCD_CHICKEN2,0.001242844,0.021613352,chicken
62559_SH_CCD12C136,-2.03E-05,0.000164675,human stool
62560_SH_CCH11C314,0.000429665,-0.000797663,chicken
62561_ZJ2013CCHD50,-7.33E-05,0.000400727,chicken
62562_SH_CCH11C311,0.002488088,0.01622304,chicken
62563_SH_CCH11C334,0.000411123,-0.000766188,chicken
62564_SH_CCH11C390,0.000131397,-0.000250143,chicken
62565_SH_CCH11C605,0.000174322,-0.000300395,chicken
62567_SH_CCD11C671,-0.000619999,-0.000449014,human stool
62569_SH_CCD12C100,0.000573055,0.000312656,human stool
62582_NWC1659,0.000184921,-0.000446775,human stool
62584_NWC1664,0.001902652,-0.002296747,human stool
62587_NWC1662,7.42E-05,-0.000983597,human stool
62610_NWC1649,0.001890746,-0.001098432,human stool
62618_OXC11008,0.000844898,-0.001011392,human stool
62628_NWC1658,-0.001058228,-0.000284286,human stool
62629_NWC1668,0.000756658,-0.000564585,human stool
62634_OXC11040,0.000808191,0.001044269,human stool
62635_OXC11027,0.000452484,0.000585003,human stool
62658_NWC1699,0.001153334,0.000745128,human stool
62660_NWC1713,0.000591453,0.000587582,human stool
62664_NWC1698,0.000203368,0.00016092,human stool
62806_NWC1844,0.000686291,0.001028904,human stool
62809_OXC11142,0.000834483,0.001000047,human stool
62816_OXC11138,-0.001753531,-3.37E-05,human stool
62818_OXC11137,0.001098105,-0.00220578,human stool
62820_OXC11141,-0.000125379,-0.000422946,human stool
62821_NWC1841,0.000396708,0.001083077,human stool
62824_NWC1842,-0.000247836,-0.000534173,human stool
62827_OXC11140,0.000890037,0.000550468,human stool
62829_OXC11136,-0.000980082,0.000106564,human stool
62830_NWC1843,-0.000302101,-0.00039216,human stool
62838_OXC11139,0.001751325,-0.001951524,human stool
62844_NWC1848,-0.000368884,-0.0005128,human stool
62847_NWC1846,0.000192332,-0.000145886,human stool
6284_OXC427,0.000737264,0.000950372,human stool
62850_OXC11144,0.000799011,0.000866859,human stool
62852_OXC11143,0.00125078,0.000667172,human stool
62861_NWC1847,0.001934906,-0.000484357,human stool
62864_NWC1851,-0.001638912,-1.83E-05,human stool
62865_NWC1860,-0.073126288,0.000458573,human stool
62868_NWC1852,-0.001661897,-3.24E-05,human stool
62869_NWC1853,0.000770032,0.00103185,human stool
62875_OXC11145,0.00013117,-0.00066356,human stool
62881_NWC1855,-9.84E-05,0.001097371,human stool
62883_OXC11164,0.000682471,0.000843859,human stool
62886_NWC1850,0.001529867,-0.001002249,human stool
62888_NWC1862,-2.00E-05,-0.000150526,human stool
62893_NWC1897,-0.001368005,-0.000393467,human stool
62900_OXC11182,-0.069888389,0.004013352,human stool
62901_NWC1889,-0.001130278,0.000117283,human stool
62904_OXC11178,-0.001128383,0.000162714,human stool
62921_OXC11177,0.000351096,-0.000317078,human stool
62927_NWC1888,-0.00023168,-0.000423698,human stool
62930_OXC11172,0.000100734,-0.000865604,human stool
62931_OXC11179,-0.001070734,7.17E-05,human stool
62932_NWC1884,-0.000346734,0.001798981,human stool
6302_OXC445,0.00069028,0.001006826,human stool
6306_OXC449,0.000745747,0.000996589,human stool
6313_OXC456,-1.44E-05,-0.001088199,human stool
63363_271,-0.000446889,0.000886865,human stool
63375_1182,0.001010615,0.000241493,human stool
63377_1468,0.000365213,-0.001336903,human stool
63422_NWC2146,-0.000743365,0.000628052,human stool
63425_F7488,0.000272434,-0.0001101,chicken
63442_F7645,-0.000484499,-0.000680838,chicken
63444_F7649,-0.002345141,0.000445116,chicken
63461_F7797_1,0.000646844,0.00049723,chicken
63469_F7482_2,0.000268901,-9.90E-05,chicken
63474_F7488_1,0.000234323,-8.91E-05,chicken
63475_F7492,0.004340423,-0.000343645,chicken
63476_F7507,-0.001078444,-0.000133459,chicken
63477_F7508_2,-0.001026711,-1.89E-05,chicken
63492_F1144,-0.000363457,-0.000264186,human stool
63494_OXC11386,-0.000239538,-0.000349095,human stool
63504_F1194,-0.000454527,0.000227625,human stool
63533_F1266,-0.000390731,-0.000305486,human stool
6353_OXC496,-0.000416421,-0.000242255,human stool
63569_F3475,0.000564556,0.001072805,human stool
63572_F3520,0.001112522,-0.000474502,human stool
63573_F3521,0.000738157,0.001001621,human stool
63610_F1141,0.002277618,-0.000596298,human stool
63640_F3425,0.000338652,0.000713691,human stool
63643_F3673,-0.000141236,-0.000286764,human stool
63757_538,0.00084462,-0.000900103,human stool
63761_543,0.002123256,-0.002914888,human stool
63762_556,0.00084462,-0.000900103,human stool
63765_563,0.002121481,-0.00294128,human stool
63776_958,-0.001381195,0.00018386,human stool
63778_966,-0.001869159,0.000180531,human stool
63806_1967,0.001174269,0.000514567,human stool
63807_1969,0.001284593,0.000493372,human stool
63813_2239,0.000481789,6.34E-05,human stool
63814_2240,0.000481789,6.34E-05,human stool
63815_2241,0.000481789,6.34E-05,human stool
63828_2646,-0.001079393,-0.000438252,human stool
6383_OXC526,0.001253599,0.00035474,human stool
63851_2710,-0.001079393,-0.000438252,human stool
6386_OXC529,-0.000437328,-0.000436257,human stool
63876_3360,0.000668224,0.001019731,human stool
63886_3709,0.000668224,0.001019731,human stool
63887_OXC11383,0.000223843,-0.000108162,human stool
63888_3718,-0.001633977,0.000146417,human stool
6390_OXC533,0.001164017,0.000376834,human stool
6391_OXC534,-0.001152634,6.88E-05,human stool
63931_4848,-0.000373009,-6.12E-05,human stool
63939_4957,-0.000373009,-6.12E-05,human stool
63947_5191,0.003041908,-1.88E-05,human stool
63948_5225,0.003041908,-1.88E-05,human stool
63950_5311,0.003041908,-1.88E-05,human stool
63961_ARI0698,-0.001797532,3.85E-05,human stool
63962_ARI0703,-0.001797532,3.85E-05,human stool
63963_ARI0704,-0.001797532,3.85E-05,human stool
64010_ARI0721,0.000679439,0.00096427,human stool
64031_ARI0665,0.000773796,0.001017229,human stool
64037_ARI0721_1,0.000679439,0.00096427,human stool
69252_OXC11329,0.000447974,0.000252412,human stool
69258_OXC11326,-0.000100009,0.001180964,human stool
69259_OXC11333,-0.069460549,0.003583013,human stool
69273_OXC11307,0.00087709,-0.001292358,human stool
69282_NWC2021,-4.99E-05,-0.000460041,human stool
69283_NWC2023,-0.001313959,0.000193888,human stool
69284_NWC2024,-0.000241881,-0.000367092,human stool
69288_NWC2022,0.002263677,0.000132215,human stool
69289_OXC11318,0.000476636,-0.001687174,human stool
69296_OXC11305,0.000734608,0.001004061,human stool
69304_OXC11306,0.000492539,0.001657593,human stool
69306_NWC2020,-0.000202,-0.000363947,human stool
69307_OXC11310,0.002838632,0.001070659,human stool
69308_NWC2037,0.004272818,-0.000281441,human stool
69309_NWC2025,-0.002345141,0.000445116,human stool
69310_OXC11304,-0.001446215,-2.13E-05,human stool
69313_OXC11320,-0.000817705,0.002210295,human stool
69329_OXC11302,0.001524477,-7.67E-05,human stool
69339_OXC11303,0.000333869,0.00029196,human stool
69358_OXC11300,0.000744187,0.000615386,human stool
69371_NWC1976,-0.000569091,0.000190801,human stool
69378_OXC11250,0.002878567,0.001008369,human stool
69390_NWC1983,-0.001491954,-4.83E-05,human stool
69419_NWC1977,-0.00150789,-3.46E-05,human stool
69441_OXC11228,-0.001365226,-5.26E-05,human stool
69443_NWC1952,0.000617519,0.000930908,human stool
69445_NWC1953,-0.000861562,-1.32E-05,human stool
69464_NWC1948,-0.000310836,0.000137552,human stool
69472_NWC1936,0.00099914,0.00110788,human stool
69485_NWC1941,-0.000956468,-1.41E-06,human stool
69675_NWC2034,0.015315376,-0.009654058,human stool
69678_NWC1928,0.022380239,-0.010833526,human stool
69782_16CC0949,-0.000619494,-0.004263147,human stool
69850_OXC11354,0.000849455,-0.000539643,human stool
69868_NWC2107,-0.000980378,-0.000574983,human stool
69878_OXC11353,0.00101774,0.001909923,human stool
69883_NWC2108,0.001078599,8.60E-05,human stool
69897_OXC11372,0.000325977,-0.000237787,human stool
69900_NWC2136,0.000170708,-0.000435846,human stool
69909_NWC2140,-0.000591115,-0.000230482,human stool
69922_OXC11358,0.000696486,0.000802216,human stool
69928_NWC2122,-3.65E-05,2.53E-05,human stool
69930_NWC2124,0.001254562,0.000953984,human stool
69947_OXC11393,-0.000164665,-0.000734504,human stool
70044_NWC2167,0.001465805,-0.000175044,human stool
70067_NWC2203,-0.001122723,-0.000243235,human stool
70141_OXC11459,0.003437184,8.30E-05,human stool
70162_NWC2238,0.00074385,0.001062855,human stool
70164_OXC11457,0.000147914,-0.00040863,human stool
70168_OXC11456,0.000776667,0.001014328,human stool
70169_NWC2240,0.000768371,0.000985088,human stool
70174_OXC11454,-0.001050162,9.25E-05,human stool
70175_NWC2239,-0.001673677,-1.37E-05,human stool
70177_OXC11455,0.000471086,-0.000136737,human stool
70180_NWC2237,-0.000246761,-0.00108365,human stool
70182_NWC2248,-0.000793784,-0.000218911,human stool
70186_OXC11461,-0.000140174,0.001455738,human stool
70197_OXC11462,4.21E-05,-0.000551907,human stool
70711_NWC2276,-0.000252641,0.000163706,human stool
70733_OXC11489,0.000804842,0.000985247,human stool
70749_OXC11495,0.002346049,-0.002995145,human stool
70758_OXC11503,-0.001083085,-0.000231881,human stool
70759_NWC2315,0.001788185,0.001149074,human stool
70785_NWC2318,0.000680266,0.000881198,human stool
70793_NWC2323,-0.000764528,-5.13E-05,human stool
70816_NWC2329,-0.001135521,1.56E-05,human stool
70823_NWC2332,0.000728916,0.001028587,human stool
70852_NWC2337,-0.000121348,-0.002135557,human stool
70911_D4_57,0.003521804,0.000907357,human stool
70922_D6_44,0.008430223,-0.005721614,human stool
70924_D7_17,0.000834355,0.000943408,human stool
70925_D7_24,0.004606885,-0.000985597,human stool
70926_D7_31,0.004948893,-0.002601732,human stool
70928_D7_40,0.002665527,-0.000880684,human stool
76512_OXC11543,0.001164349,-0.001434978,human stool
76513_NWC2369,-0.000673061,0.000128464,human stool
76529_NWC2376,0.001102674,0.000738621,human stool
76558_NWC2391,0.000799011,0.000866859,human stool
76566_OXC11568,0.000906271,0.001198863,human stool
76580_OXC11569,0.000330466,-0.001749384,human stool
76602_NWC2437,0.000590198,0.000874843,human stool
76605_NWC2426,-0.000349575,-0.000324736,human stool
76617_OXC11585,0.000625254,0.001087095,human stool
76623_NWC2441,-0.00118454,-0.000492157,human stool
76656_NWC2467,-0.001207171,0.000123436,human stool
76658_NWC2468,-0.001050452,-0.000150248,human stool
76661_NWC2471,0.000835879,0.000257765,human stool
76664_NWC2506,0.001803399,0.000288961,human stool
76697_FDI545,-0.001751654,4.02E-05,chicken
76699_FDI546,0.001218979,-0.000845069,chicken
76723_NWC2516,0.000656124,0.001090539,human stool
76724_NWC2536,0.000946457,-0.000691831,human stool
76746_NWC2521,-0.001282145,0.000170518,human stool
76762_OXC11665,-9.17E-05,-0.000205238,human stool
76765_NWC2543,0.000191488,-0.002619166,human stool
76772_NWC2545,0.001266535,0.000956445,human stool
76775_OXC11678,-0.000339339,-0.000256736,human stool
76776_NWC2547,0.00094725,0.001831428,human stool
76788_NWC2553,-0.000771692,0.000190442,human stool
76792_NWC2564,0.000647137,0.001027914,human stool
76799_OXC11690,-0.068955887,0.003524306,human stool
76805_OXC11685,0.000289566,0.000983463,human stool
76820_OXC11692,0.00055646,-0.000397485,human stool
76825_OXC11693,-0.000830282,0.000966364,human stool
76844_NWC2581,0.000756997,0.001071277,human stool
76846_OXC11703,0.000528855,0.001060747,human stool
76875_NWC2604,-0.001188221,0.000126352,human stool
76884_NWC2603,0.001110127,0.000564413,human stool
76898_OXC11725,0.001276974,0.000638413,human stool
76903_NWC2599,0.000590198,0.000874843,human stool
76905_OXC11716,0.001467109,0.000360056,human stool
76911_FDI582,0.001191417,-0.000978022,chicken
76914_NWC2628,0.00091965,0.00100943,human stool
76919_NWC2621,-0.000833197,-0.001912024,human stool
76921_NWC2632,-0.001062251,0.000697521,human stool
76924_OXC11745,-0.000677779,0.000468819,human stool
76925_NWC2633,0.000530822,0.000736193,human stool
76930_OXC11740,0.000401721,0.000836694,human stool
76947_NWC2646,-0.001321048,-0.00312714,human stool
76956_OXC11756,0.001446748,0.000459852,human stool
76973_NWC2643,-1.98E-06,-0.000749352,human stool
76993_NWC2656,0.000165104,-0.001808245,human stool
76994_NWC2686,0.00083717,-0.000515828,human stool
77006_NWC2680,-0.001091742,-7.48E-05,human stool
77007_OXC11787,0.000696433,0.000968405,human stool
77053_OXC11795,-0.000570558,-0.001114844,human stool
77086_OXC11825,-0.000316082,-0.000448356,human stool
77094_NWC2718,-0.000345401,-0.000244178,human stool
77098_FDI606,0.001885123,-0.001076572,chicken
77105_OXC11814,0.001423175,0.000925613,human stool
77110_NWC2720,-0.002089392,0.000483111,human stool
77116_FDI607,0.003383806,0.001054048,chicken
77123_FDI605,0.000645321,0.000358311,chicken
77129_NWC2742,0.001665534,0.000762272,human stool
77132_NWC2752,0.003374562,-0.000445248,human stool
77139_NWC2736,-0.000297838,-0.000595126,human stool
77141_NWC2741,-0.000539817,-0.000788142,human stool
77143_OXC11834,0.001517854,0.000532283,human stool
77148_NWC2759,0.001058371,0.001135058,human stool
77153_NWC2749,-0.001751654,4.02E-05,human stool
77163_OXC11840,0.001190864,0.00011103,human stool
77219_NWC2771,-0.00109099,-0.000215527,human stool
77220_OXC11849,-0.000638653,-0.000451575,human stool
77244_OXC11875,-0.000439784,0.002179005,human stool
77255_FDI615,0.001153411,0.001085162,chicken
77260_NWC2451,0.000729288,0.000969479,human stool
77294_OXC11614,-0.000696169,-0.000174697,human stool
77410_BAk112Ccoli,0.002343115,0.00017694,chicken
77411_DBC32Ccoli,0.00064625,-0.000569506,chicken
77412_BAM132Ccoli,0.001719925,-0.000882433,chicken
77413_GGJ102Ccoli,0.00146068,0.000155565,chicken
77414_AAE52Ccoli,0.000509559,0.000947846,chicken
77416_GCE52Ccoli,-0.012155713,0.002329985,chicken
77426_gdb22_fa,-0.000992355,0.000380723,chicken
77427_GEG7_2Coli3_fa,-0.001384907,0.001878684,chicken
77428_DAE52Ccoli__fa,-0.071764683,0.000640546,chicken
77429_GAC32Campy2_fa,-0.073488055,-0.00668836,chicken
77430_CAH82Ccoli__fa,0.000358235,0.022030874,chicken
77431_GEF62Ccoli__fa,0.00051176,-0.000621115,chicken
77432_EAB22Campy2,-0.068700085,-0.000630724,chicken
77433_GGC32Campy2,0.000424217,0.001135236,chicken
77523_OXC2281,0.003338673,-0.003002068,human stool
77532_OXC2215,0.00119164,0.000355546,human stool
77540_OXC2176,0.002889084,-0.000339817,human stool
77547_PHEHIST012,-0.00257264,-0.004553079,human stool
77561_OXC2474,0.004632208,-0.001026427,human stool
77565_OXC2817,-0.000348494,-0.000389273,human stool
77577_OXC1277,0.001405069,0.000542196,human stool
77590_OXC2157,7.69E-05,-0.001086887,human stool
77595_PHEHIST037,-0.000487751,0.000188451,human stool
77660_PHEHIST080,-0.00070679,-0.000211188,human stool
77669_PHEHIST088,-0.001896917,0.000178957,human stool
77687_PHEHIST104,-0.001412248,-0.000255435,human stool
77698_PHEHIST113,-0.001141769,9.13E-05,human stool
77707_PHEHIST122,-0.000431135,0.001212372,human stool
77721_PHEHIST134,-0.000590912,-0.000780711,human stool
77823_PHEHIST218,-0.001921032,0.000181154,human stool
77824_OXC2654,0.000587968,0.000392803,human stool
77827_OXC2362,-0.002143257,0.000162074,human stool
77831_PHEHIST223,-0.001593744,0.000107594,human stool
